TransactionID,CustomerID,TransactionDate,ProductID,Amount,PaymentType,Country,MerchantID,IsFraudulent,Category,CustomerAge,CustomerEmailDomain,TransactionTime,ProductDescription,Quantity,IPAddress,DeviceID,TransactionStatus
919,164,2023-02-08 06:00:00,5,790.49,Debit Card,UK,1765,0,Books,25.0,yahoo.com,16:30:00,Good,3.0,,806,Cancelled
920,227,2023-02-08 07:00:00,44,300.3,Debit Card,Australia,1988,0,Clothing,45.0,hotmail.com,17:15:00,Average,8.0,192.168.1.1,75,Failed
921,147,2023-02-08 08:00:00,27,,PayPal,Australia,1209,0,Books,30.0,yahoo.com,18:00:00,Average,8.0,10.0.0.1,993,Cancelled
922,20,2023-02-08 09:00:00,32,348.5,Wire Transfer,UK,1430,0,Sports,50.0,hotmail.com,18:45:00,Average,6.0,127.0.0.1,719,Failed
923,441,2023-02-08 10:00:00,21,417.13,Debit Card,Canada,1293,0,Sports,,gmail.com,19:30:00,Average,4.0,127.0.0.1,460,Pending
924,402,2023-02-08 11:00:00,8,733.75,Debit Card,USA,1742,0,Clothing,50.0,hotmail.com,20:15:00,Good,1.0,,984,Completed
925,47,2023-02-08 12:00:00,72,882.25,Debit Card,France,1752,0,Clothing,,gmail.com,21:00:00,Average,4.0,192.168.1.1,178,Pending
926,233,2023-02-08 13:00:00,50,125.89,Credit Card,France,1581,0,Home & Garden,,gmail.com,21:45:00,Average,8.0,172.16.0.1,382,Completed
927,305,2023-02-08 14:00:00,67,636.47,Wire Transfer,USA,1103,0,Electronics,55.0,gmail.com,22:30:00,Poor,6.0,192.168.1.1,37,Completed
928,14,2023-02-08 15:00:00,44,584.23,Debit Card,Canada,1203,0,Electronics,40.0,hotmail.com,23:15:00,Poor,2.0,10.0.0.1,971,Cancelled
929,143,2023-02-08 16:00:00,58,122.82,Credit Card,France,1052,0,Electronics,30.0,example.com,00:00:00,Good,3.0,192.168.1.1,120,Cancelled
930,415,2023-02-08 17:00:00,3,215.83,Wire Transfer,UK,1973,0,Sports,25.0,hotmail.com,00:45:00,Good,7.0,,915,Completed
931,1,2023-02-08 18:00:00,86,314.45,Debit Card,USA,1939,0,Electronics,45.0,yahoo.com,01:30:00,,4.0,172.16.0.1,630,Failed
932,373,2023-02-08 19:00:00,70,171.1,PayPal,Germany,1374,0,Home & Garden,40.0,yahoo.com,02:15:00,Average,4.0,,1,Failed
933,54,2023-02-08 20:00:00,2,247.51,Credit Card,Canada,1841,0,Home & Garden,65.0,example.com,03:00:00,Poor,5.0,192.168.1.1,721,Cancelled
934,374,2023-02-08 21:00:00,87,271.26,Credit Card,USA,1053,0,Electronics,65.0,example.com,03:45:00,Good,8.0,10.0.0.1,936,Pending
935,259,2023-02-08 22:00:00,44,339.0,Debit Card,France,1275,0,Clothing,45.0,example.com,04:30:00,Average,7.0,10.0.0.1,311,Failed
936,144,2023-02-08 23:00:00,2,750.64,Debit Card,Canada,1334,0,Home & Garden,35.0,gmail.com,05:15:00,Average,9.0,10.0.0.1,208,Completed
937,471,2023-02-09 00:00:00,81,574.05,Credit Card,UK,1030,0,Clothing,35.0,example.com,06:00:00,Poor,5.0,,154,Cancelled
938,441,2023-02-09 01:00:00,35,986.32,PayPal,Canada,1134,0,Sports,,example.com,06:45:00,Good,1.0,10.0.0.1,762,Cancelled
939,459,2023-02-09 02:00:00,98,417.66,PayPal,Canada,1057,0,Home & Garden,18.0,example.com,07:30:00,Good,4.0,10.0.0.1,683,Completed
940,12,2023-02-09 03:00:00,87,755.1,Wire Transfer,UK,1104,0,Clothing,,hotmail.com,08:15:00,Average,6.0,192.168.1.1,315,Pending
941,330,2023-02-09 04:00:00,30,872.11,Debit Card,Australia,1265,0,Electronics,,yahoo.com,09:00:00,Poor,6.0,192.168.1.1,307,Completed
942,224,2023-02-09 05:00:00,8,680.58,PayPal,UK,1521,0,Sports,,yahoo.com,09:45:00,,9.0,127.0.0.1,504,Pending
943,272,2023-02-09 06:00:00,22,414.81,Wire Transfer,Canada,1495,0,Books,18.0,example.com,10:30:00,,5.0,172.16.0.1,619,Cancelled
944,456,2023-02-09 07:00:00,44,754.83,PayPal,UK,1252,0,Books,35.0,yahoo.com,11:15:00,,5.0,127.0.0.1,655,Pending
945,358,2023-02-09 08:00:00,58,207.65,Debit Card,Australia,1294,0,Electronics,50.0,hotmail.com,12:00:00,Good,6.0,127.0.0.1,520,Completed
946,460,2023-02-09 09:00:00,36,330.91,Wire Transfer,USA,1667,0,Sports,35.0,yahoo.com,12:45:00,Good,6.0,192.168.1.1,606,Cancelled
947,408,2023-02-09 10:00:00,69,548.95,Wire Transfer,UK,1157,0,Sports,30.0,gmail.com,13:30:00,Good,3.0,192.168.1.1,910,Failed
948,156,2023-02-09 11:00:00,77,577.53,Wire Transfer,UK,1548,0,Sports,,hotmail.com,14:15:00,Good,6.0,127.0.0.1,97,Cancelled
949,373,2023-02-09 12:00:00,93,27.03,PayPal,Canada,1630,0,Sports,40.0,yahoo.com,15:00:00,Poor,,127.0.0.1,490,Completed
950,8,2023-02-09 13:00:00,31,,Debit Card,USA,1066,0,Books,25.0,yahoo.com,15:45:00,Poor,6.0,10.0.0.1,7,Completed
951,122,2023-02-09 14:00:00,47,698.14,Wire Transfer,Germany,1753,0,Clothing,,hotmail.com,16:30:00,Good,5.0,192.168.1.1,786,Cancelled
952,348,2023-02-09 15:00:00,55,498.23,Credit Card,Germany,1298,0,Sports,65.0,yahoo.com,17:15:00,Average,3.0,192.168.1.1,12,Cancelled
953,164,2023-02-09 16:00:00,80,933.46,Debit Card,France,1462,0,Clothing,18.0,yahoo.com,18:00:00,,1.0,10.0.0.1,514,Cancelled
954,90,2023-02-09 17:00:00,62,441.9,Credit Card,UK,1724,0,Sports,25.0,example.com,18:45:00,Average,5.0,192.168.1.1,946,Pending
955,136,2023-02-09 18:00:00,30,980.53,Credit Card,UK,1819,0,Home & Garden,35.0,gmail.com,19:30:00,Good,6.0,10.0.0.1,349,Failed
956,186,2023-02-09 19:00:00,55,514.72,Wire Transfer,USA,1100,0,Home & Garden,65.0,hotmail.com,20:15:00,Average,6.0,172.16.0.1,917,Pending
957,316,2023-02-09 20:00:00,16,118.71,Wire Transfer,Australia,1055,0,Home & Garden,50.0,example.com,21:00:00,Good,6.0,192.168.1.1,7,Completed
958,178,2023-02-09 21:00:00,12,765.98,PayPal,Germany,1331,0,Sports,55.0,yahoo.com,21:45:00,Average,3.0,192.168.1.1,500,Cancelled
959,28,2023-02-09 22:00:00,17,680.5,PayPal,France,1835,0,Clothing,30.0,hotmail.com,22:30:00,Average,4.0,,475,Pending
960,220,2023-02-09 23:00:00,16,774.12,PayPal,USA,1750,0,Books,65.0,hotmail.com,23:15:00,Good,3.0,172.16.0.1,524,Pending
961,357,2023-02-10 00:00:00,12,951.68,Debit Card,UK,1392,0,Electronics,18.0,gmail.com,00:00:00,,2.0,,852,Completed
962,41,2023-02-10 01:00:00,8,777.61,PayPal,Germany,1742,0,Books,,gmail.com,00:45:00,Average,8.0,10.0.0.1,57,Pending
963,228,2023-02-10 02:00:00,84,613.28,Credit Card,France,1873,0,Sports,55.0,hotmail.com,01:30:00,Average,7.0,127.0.0.1,590,Completed
964,192,2023-02-10 03:00:00,3,858.02,PayPal,Canada,1380,1,Home & Garden,60.0,gmail.com,02:15:00,,8.0,10.0.0.1,586,Pending
965,411,2023-02-10 04:00:00,16,674.88,Wire Transfer,Germany,1091,0,Home & Garden,,gmail.com,03:00:00,Good,6.0,127.0.0.1,233,Failed
966,447,2023-02-10 05:00:00,30,411.08,PayPal,France,1790,0,Clothing,18.0,yahoo.com,03:45:00,Good,7.0,192.168.1.1,791,Completed
967,145,2023-02-10 06:00:00,23,886.19,Debit Card,USA,1446,1,Sports,,gmail.com,04:30:00,Poor,1.0,192.168.1.1,30,Failed
968,201,2023-02-10 07:00:00,92,225.79,Debit Card,Canada,1108,1,Books,18.0,gmail.com,05:15:00,Good,5.0,,367,Pending
969,417,2023-02-10 08:00:00,5,,Credit Card,France,1316,0,Sports,25.0,example.com,06:00:00,Poor,4.0,172.16.0.1,826,Failed
970,212,2023-02-10 09:00:00,84,882.16,Debit Card,France,1167,0,Sports,65.0,yahoo.com,06:45:00,Good,3.0,,607,Failed
971,461,2023-02-10 10:00:00,65,732.66,PayPal,UK,1811,0,Home & Garden,45.0,yahoo.com,07:30:00,Good,2.0,10.0.0.1,820,Failed
972,220,2023-02-10 11:00:00,30,698.79,Wire Transfer,Australia,1981,1,Books,50.0,hotmail.com,08:15:00,Average,9.0,10.0.0.1,56,Pending
973,240,2023-02-10 12:00:00,21,753.88,Debit Card,Germany,1919,0,Electronics,50.0,gmail.com,09:00:00,Good,8.0,172.16.0.1,10,Completed
974,413,2023-02-10 13:00:00,84,467.73,Credit Card,UK,1434,0,Home & Garden,40.0,example.com,09:45:00,Poor,2.0,127.0.0.1,915,Pending
975,397,2023-02-10 14:00:00,70,874.8,PayPal,Canada,1441,0,Books,50.0,example.com,10:30:00,Average,6.0,172.16.0.1,147,Pending
976,46,2023-02-10 15:00:00,22,207.42,Credit Card,Australia,1217,0,Clothing,40.0,yahoo.com,11:15:00,,3.0,,364,Pending
977,35,2023-02-10 16:00:00,82,131.75,Debit Card,France,1221,0,Home & Garden,30.0,gmail.com,12:00:00,Poor,3.0,192.168.1.1,599,Completed
978,253,2023-02-10 17:00:00,72,,Debit Card,UK,1672,0,Clothing,40.0,example.com,12:45:00,Good,5.0,127.0.0.1,253,Cancelled
979,390,2023-02-10 18:00:00,32,533.92,Credit Card,Australia,1527,0,Home & Garden,40.0,hotmail.com,13:30:00,Poor,7.0,10.0.0.1,699,Pending
980,82,2023-02-10 19:00:00,33,513.01,PayPal,Germany,1277,0,Sports,55.0,gmail.com,14:15:00,Average,7.0,192.168.1.1,940,Pending
981,371,2023-02-10 20:00:00,16,,Debit Card,Canada,1568,0,Books,65.0,gmail.com,15:00:00,Average,1.0,172.16.0.1,745,Completed
982,256,2023-02-10 21:00:00,76,407.55,Wire Transfer,USA,1573,0,Clothing,35.0,gmail.com,15:45:00,Poor,7.0,172.16.0.1,253,Cancelled
983,197,2023-02-10 22:00:00,38,486.92,Debit Card,UK,1874,0,Home & Garden,,example.com,16:30:00,Average,7.0,192.168.1.1,443,Cancelled
984,303,2023-02-10 23:00:00,98,18.3,PayPal,Canada,1465,0,Clothing,,yahoo.com,17:15:00,Average,6.0,10.0.0.1,736,Cancelled
985,409,2023-02-11 00:00:00,14,,Debit Card,USA,1838,0,Home & Garden,50.0,yahoo.com,18:00:00,Average,6.0,172.16.0.1,340,Cancelled
986,450,2023-02-11 01:00:00,36,,Credit Card,UK,1753,0,Home & Garden,30.0,hotmail.com,18:45:00,Good,2.0,172.16.0.1,516,Completed
987,10,2023-02-11 02:00:00,97,20.43,Debit Card,Canada,1601,0,Electronics,,example.com,19:30:00,Good,3.0,10.0.0.1,353,Completed
988,312,2023-02-11 03:00:00,23,284.48,Debit Card,Canada,1583,0,Electronics,30.0,gmail.com,20:15:00,Average,3.0,192.168.1.1,624,Cancelled
989,286,2023-02-11 04:00:00,66,211.92,PayPal,Australia,1837,0,Electronics,45.0,hotmail.com,21:00:00,Good,3.0,192.168.1.1,705,Failed
990,242,2023-02-11 05:00:00,85,46.78,Credit Card,UK,1029,0,Clothing,18.0,hotmail.com,21:45:00,Good,2.0,,653,Completed
991,251,2023-02-11 06:00:00,2,481.86,PayPal,Canada,1358,0,Sports,60.0,yahoo.com,22:30:00,Good,9.0,,323,Failed
992,365,2023-02-11 07:00:00,91,185.81,Debit Card,France,1918,0,Home & Garden,,gmail.com,23:15:00,Average,6.0,172.16.0.1,140,Failed
993,5,2023-02-11 08:00:00,73,744.37,Wire Transfer,UK,1287,0,Books,60.0,gmail.com,00:00:00,Good,2.0,,861,Cancelled
994,119,2023-02-11 09:00:00,65,848.69,Debit Card,Canada,1085,0,Electronics,50.0,example.com,00:45:00,Poor,3.0,127.0.0.1,951,Cancelled
995,289,2023-02-11 10:00:00,75,547.86,PayPal,Australia,1233,0,Clothing,30.0,example.com,01:30:00,Good,,192.168.1.1,445,Pending
996,374,2023-02-11 11:00:00,67,981.8,Wire Transfer,USA,1746,0,Clothing,30.0,example.com,02:15:00,Average,4.0,192.168.1.1,95,Failed
997,65,2023-02-11 12:00:00,52,453.23,PayPal,USA,1312,0,Clothing,50.0,hotmail.com,03:00:00,Average,7.0,,553,Pending
998,146,2023-02-11 13:00:00,62,515.8,PayPal,France,1364,0,Books,45.0,gmail.com,03:45:00,Average,6.0,127.0.0.1,420,Cancelled
999,224,2023-02-11 14:00:00,23,989.27,Credit Card,UK,1776,0,Books,45.0,yahoo.com,04:30:00,Good,6.0,,514,Failed
1000,239,2023-02-11 15:00:00,26,235.39,Wire Transfer,Australia,1798,0,Electronics,30.0,hotmail.com,05:15:00,,3.0,,790,Completed
1001,177,2023-02-11 16:00:00,68,942.83,Debit Card,Canada,1838,0,Books,35.0,hotmail.com,06:00:00,,8.0,172.16.0.1,150,Pending
1002,267,2023-02-11 17:00:00,82,47.62,PayPal,Canada,1904,0,Electronics,65.0,yahoo.com,06:45:00,Poor,,192.168.1.1,553,Cancelled
1003,341,2023-02-11 18:00:00,55,449.15,Debit Card,USA,1268,0,Books,25.0,yahoo.com,07:30:00,,6.0,192.168.1.1,351,Failed
1004,282,2023-02-11 19:00:00,6,74.65,Credit Card,Australia,1697,0,Books,35.0,example.com,08:15:00,Average,2.0,192.168.1.1,116,Cancelled
1005,63,2023-02-11 20:00:00,35,730.59,Credit Card,France,1130,0,Books,25.0,yahoo.com,09:00:00,Average,1.0,192.168.1.1,632,Pending
1006,217,2023-02-11 21:00:00,22,610.37,Wire Transfer,USA,1802,0,Electronics,50.0,yahoo.com,09:45:00,Poor,3.0,172.16.0.1,237,Cancelled
1007,342,2023-02-11 22:00:00,43,708.1,Credit Card,USA,1992,0,Home & Garden,50.0,yahoo.com,10:30:00,Average,3.0,192.168.1.1,270,Cancelled
1008,315,2023-02-11 23:00:00,15,377.61,Credit Card,France,1788,0,Electronics,25.0,yahoo.com,11:15:00,Poor,,192.168.1.1,861,Completed
1009,283,2023-02-12 00:00:00,86,372.63,Debit Card,UK,1831,0,Home & Garden,,example.com,12:00:00,Poor,5.0,172.16.0.1,291,Cancelled
1010,177,2023-02-12 01:00:00,60,50.09,Credit Card,Canada,1350,0,Clothing,,hotmail.com,12:45:00,,1.0,10.0.0.1,434,Failed
1011,461,2023-02-12 02:00:00,12,353.2,Credit Card,UK,1179,0,Clothing,35.0,gmail.com,13:30:00,Good,4.0,172.16.0.1,9,Failed
1012,417,2023-02-12 03:00:00,49,929.64,PayPal,Australia,1801,0,Electronics,35.0,gmail.com,14:15:00,Poor,7.0,172.16.0.1,751,Completed
1013,98,2023-02-12 04:00:00,42,382.33,Credit Card,Germany,1479,0,Home & Garden,65.0,hotmail.com,15:00:00,Average,5.0,127.0.0.1,630,Failed
1014,105,2023-02-12 05:00:00,38,832.21,PayPal,Germany,1888,0,Home & Garden,35.0,gmail.com,15:45:00,Average,6.0,,864,Cancelled
1015,99,2023-02-12 06:00:00,82,843.11,Credit Card,Germany,1162,0,Home & Garden,25.0,gmail.com,16:30:00,Good,4.0,192.168.1.1,827,Cancelled
1016,385,2023-02-12 07:00:00,45,376.37,Credit Card,France,1782,0,Clothing,55.0,hotmail.com,17:15:00,Poor,2.0,192.168.1.1,824,Failed
1017,405,2023-02-12 08:00:00,35,633.83,Wire Transfer,USA,1887,0,Electronics,35.0,gmail.com,18:00:00,,9.0,,475,Pending
1018,496,2023-02-12 09:00:00,30,99.89,Wire Transfer,UK,1095,0,Sports,40.0,gmail.com,18:45:00,Good,,172.16.0.1,522,Cancelled
1019,311,2023-02-12 10:00:00,88,108.16,PayPal,Canada,1773,0,Home & Garden,,hotmail.com,19:30:00,Average,2.0,127.0.0.1,537,Failed
1020,6,2023-02-12 11:00:00,30,53.41,Credit Card,Germany,1509,0,Home & Garden,30.0,gmail.com,20:15:00,Good,2.0,10.0.0.1,685,Cancelled
1021,476,2023-02-12 12:00:00,78,583.11,Debit Card,UK,1364,0,Sports,60.0,yahoo.com,21:00:00,,1.0,,737,Cancelled
1022,465,2023-02-12 13:00:00,6,428.94,Wire Transfer,Germany,1980,0,Electronics,40.0,hotmail.com,21:45:00,Average,3.0,,11,Completed
1023,197,2023-02-12 14:00:00,67,550.29,Debit Card,Germany,1352,0,Home & Garden,30.0,example.com,22:30:00,Good,6.0,127.0.0.1,613,Failed
1024,351,2023-02-12 15:00:00,80,523.47,Wire Transfer,Canada,1799,0,Electronics,45.0,gmail.com,23:15:00,Good,7.0,192.168.1.1,777,Cancelled
1025,133,2023-02-12 16:00:00,7,353.45,Wire Transfer,Australia,1435,0,Home & Garden,,example.com,00:00:00,Average,1.0,,903,Pending
1026,358,2023-02-12 17:00:00,52,679.09,Credit Card,Australia,1082,0,Books,25.0,gmail.com,00:45:00,Good,5.0,127.0.0.1,327,Failed
1027,259,2023-02-12 18:00:00,14,759.71,Wire Transfer,Australia,1224,0,Home & Garden,,yahoo.com,01:30:00,Average,5.0,127.0.0.1,930,Pending
1028,437,2023-02-12 19:00:00,73,19.56,Debit Card,France,1411,0,Books,65.0,hotmail.com,02:15:00,,,192.168.1.1,595,Failed
1029,23,2023-02-12 20:00:00,15,211.21,Wire Transfer,USA,1734,0,Electronics,18.0,example.com,03:00:00,Poor,4.0,127.0.0.1,276,Pending
1030,485,2023-02-12 21:00:00,21,,PayPal,France,1980,0,Home & Garden,50.0,hotmail.com,03:45:00,Good,1.0,192.168.1.1,370,Pending
1031,53,2023-02-12 22:00:00,35,389.69,Credit Card,UK,1117,0,Clothing,45.0,example.com,04:30:00,,1.0,10.0.0.1,490,Failed
1032,165,2023-02-12 23:00:00,66,664.17,Credit Card,France,1481,0,Clothing,45.0,gmail.com,05:15:00,Average,7.0,172.16.0.1,345,Completed
1033,202,2023-02-13 00:00:00,91,350.23,PayPal,UK,1191,0,Sports,30.0,yahoo.com,06:00:00,Good,7.0,10.0.0.1,773,Completed
1034,458,2023-02-13 01:00:00,2,393.8,PayPal,UK,1590,0,Clothing,30.0,example.com,06:45:00,Good,3.0,127.0.0.1,368,Failed
1035,83,2023-02-13 02:00:00,35,162.89,PayPal,USA,1589,0,Books,45.0,example.com,07:30:00,Good,7.0,127.0.0.1,733,Cancelled
1036,145,2023-02-13 03:00:00,82,,Wire Transfer,Canada,1658,0,Clothing,25.0,yahoo.com,08:15:00,Poor,3.0,192.168.1.1,311,Failed
1037,85,2023-02-13 04:00:00,78,607.38,Credit Card,USA,1106,0,Clothing,35.0,yahoo.com,09:00:00,Good,2.0,127.0.0.1,731,Failed
1038,78,2023-02-13 05:00:00,20,436.0,PayPal,Australia,1381,0,Clothing,18.0,yahoo.com,09:45:00,Good,4.0,,601,Cancelled
1039,457,2023-02-13 06:00:00,82,775.43,Wire Transfer,Australia,1782,0,Home & Garden,,yahoo.com,10:30:00,Poor,3.0,192.168.1.1,485,Failed
1040,366,2023-02-13 07:00:00,10,853.32,PayPal,France,1389,0,Sports,65.0,yahoo.com,11:15:00,Average,7.0,172.16.0.1,15,Failed
1041,1,2023-02-13 08:00:00,25,543.94,Debit Card,UK,1243,0,Electronics,35.0,hotmail.com,12:00:00,Poor,1.0,10.0.0.1,758,Cancelled
1042,51,2023-02-13 09:00:00,66,759.48,Debit Card,Germany,1584,0,Sports,65.0,gmail.com,12:45:00,Poor,6.0,172.16.0.1,688,Cancelled
1043,173,2023-02-13 10:00:00,25,310.37,Credit Card,Germany,1868,0,Books,18.0,gmail.com,13:30:00,Good,2.0,10.0.0.1,4,Completed
1044,205,2023-02-13 11:00:00,54,417.9,Wire Transfer,UK,1467,0,Home & Garden,40.0,example.com,14:15:00,Poor,8.0,10.0.0.1,846,Pending
1045,260,2023-02-13 12:00:00,33,714.21,Debit Card,USA,1865,0,Home & Garden,25.0,yahoo.com,15:00:00,Good,5.0,192.168.1.1,376,Pending
1046,446,2023-02-13 13:00:00,36,389.28,Debit Card,Canada,1933,0,Clothing,,hotmail.com,15:45:00,Average,3.0,,369,Completed
1047,449,2023-02-13 14:00:00,95,590.56,Wire Transfer,USA,1537,0,Clothing,50.0,hotmail.com,16:30:00,Average,7.0,127.0.0.1,465,Completed
1048,369,2023-02-13 15:00:00,14,189.45,PayPal,UK,1209,1,Books,18.0,example.com,17:15:00,Good,2.0,172.16.0.1,533,Pending
1049,488,2023-02-13 16:00:00,65,601.77,Wire Transfer,UK,1603,0,Home & Garden,60.0,yahoo.com,18:00:00,,,10.0.0.1,720,Completed
1050,288,2023-02-13 17:00:00,80,862.21,PayPal,Canada,1636,0,Electronics,18.0,gmail.com,18:45:00,Average,8.0,172.16.0.1,986,Failed
1051,34,2023-02-13 18:00:00,54,869.3,Debit Card,France,1946,0,Sports,45.0,yahoo.com,19:30:00,Good,1.0,10.0.0.1,137,Completed
1052,348,2023-02-13 19:00:00,52,725.72,Debit Card,France,1072,0,Home & Garden,65.0,hotmail.com,20:15:00,,1.0,10.0.0.1,834,Completed
1053,95,2023-02-13 20:00:00,3,747.02,Debit Card,Canada,1991,0,Electronics,55.0,yahoo.com,21:00:00,Average,3.0,172.16.0.1,363,Completed
1054,72,2023-02-13 21:00:00,99,560.14,Credit Card,France,1634,0,Electronics,65.0,gmail.com,21:45:00,Average,3.0,10.0.0.1,975,Completed
1055,39,2023-02-13 22:00:00,41,586.74,Credit Card,Germany,1308,0,Sports,30.0,gmail.com,22:30:00,Average,7.0,192.168.1.1,931,Pending
1056,154,2023-02-13 23:00:00,6,137.98,Credit Card,France,1695,0,Electronics,18.0,example.com,23:15:00,Poor,6.0,172.16.0.1,216,Cancelled
1057,250,2023-02-14 00:00:00,25,446.64,Wire Transfer,France,1698,0,Books,18.0,hotmail.com,00:00:00,Good,7.0,,368,Pending
1058,162,2023-02-14 01:00:00,13,453.52,Debit Card,France,1709,0,Electronics,40.0,yahoo.com,00:45:00,Good,4.0,192.168.1.1,117,Pending
1059,438,2023-02-14 02:00:00,98,958.71,Debit Card,Germany,1589,0,Books,50.0,yahoo.com,01:30:00,Average,2.0,192.168.1.1,179,Cancelled
1060,118,2023-02-14 03:00:00,8,433.93,Wire Transfer,France,1859,0,Electronics,18.0,example.com,02:15:00,Good,2.0,10.0.0.1,246,Pending
1061,259,2023-02-14 04:00:00,21,551.6,Credit Card,Australia,1185,0,Clothing,45.0,example.com,03:00:00,Poor,1.0,,128,Failed
1062,379,2023-02-14 05:00:00,98,535.59,Wire Transfer,Germany,1855,0,Electronics,30.0,example.com,03:45:00,Good,9.0,,358,Cancelled
1063,306,2023-02-14 06:00:00,68,638.58,Credit Card,Canada,1252,0,Books,30.0,hotmail.com,04:30:00,Good,7.0,172.16.0.1,78,Failed
1064,268,2023-02-14 07:00:00,25,749.49,Debit Card,USA,1012,0,Electronics,45.0,yahoo.com,05:15:00,Good,3.0,,741,Pending
1065,449,2023-02-14 08:00:00,79,228.92,PayPal,Canada,1298,0,Electronics,35.0,example.com,06:00:00,Poor,2.0,172.16.0.1,293,Pending
1066,54,2023-02-14 09:00:00,68,531.08,Credit Card,USA,1075,0,Electronics,55.0,hotmail.com,06:45:00,Poor,3.0,,774,Cancelled
1067,236,2023-02-14 10:00:00,45,826.79,Debit Card,Canada,1050,0,Books,18.0,yahoo.com,07:30:00,Good,7.0,10.0.0.1,82,Pending
1068,389,2023-02-14 11:00:00,60,465.8,Debit Card,Australia,1786,0,Electronics,50.0,gmail.com,08:15:00,Average,5.0,10.0.0.1,342,Completed
1069,478,2023-02-14 12:00:00,12,282.07,PayPal,USA,1148,0,Sports,,example.com,09:00:00,Good,3.0,127.0.0.1,338,Failed
1070,222,2023-02-14 13:00:00,32,656.44,Debit Card,USA,1730,0,Sports,18.0,hotmail.com,09:45:00,Average,9.0,10.0.0.1,819,Failed
1071,251,2023-02-14 14:00:00,96,824.65,Debit Card,UK,1121,0,Books,45.0,yahoo.com,10:30:00,Good,2.0,127.0.0.1,578,Completed
1072,313,2023-02-14 15:00:00,92,67.82,Credit Card,USA,1210,0,Clothing,55.0,yahoo.com,11:15:00,Average,7.0,10.0.0.1,96,Cancelled
1073,401,2023-02-14 16:00:00,13,,Credit Card,USA,1279,0,Sports,25.0,example.com,12:00:00,Average,6.0,127.0.0.1,145,Cancelled
1074,112,2023-02-14 17:00:00,31,822.54,PayPal,UK,1537,0,Home & Garden,30.0,example.com,12:45:00,,6.0,10.0.0.1,577,Completed
1075,255,2023-02-14 18:00:00,78,464.22,PayPal,France,1684,0,Sports,40.0,yahoo.com,13:30:00,Good,7.0,192.168.1.1,521,Completed
1076,303,2023-02-14 19:00:00,20,983.39,Debit Card,France,1155,0,Home & Garden,25.0,hotmail.com,14:15:00,Poor,6.0,,397,Failed
1077,407,2023-02-14 20:00:00,18,787.77,Credit Card,UK,1237,0,Books,55.0,gmail.com,15:00:00,Average,2.0,,996,Completed
1078,207,2023-02-14 21:00:00,93,774.79,PayPal,Germany,1375,0,Clothing,50.0,yahoo.com,15:45:00,,5.0,,357,Completed
1079,229,2023-02-14 22:00:00,60,749.1,PayPal,USA,1081,0,Home & Garden,18.0,hotmail.com,16:30:00,Good,3.0,127.0.0.1,186,Completed
1080,341,2023-02-14 23:00:00,63,154.86,Wire Transfer,USA,1491,0,Home & Garden,35.0,example.com,17:15:00,Good,9.0,127.0.0.1,670,Pending
1081,398,2023-02-15 00:00:00,6,221.14,PayPal,UK,1355,0,Sports,50.0,yahoo.com,18:00:00,Poor,8.0,172.16.0.1,543,Completed
1082,66,2023-02-15 01:00:00,32,466.67,Debit Card,UK,1924,0,Home & Garden,30.0,example.com,18:45:00,Good,2.0,192.168.1.1,151,Pending
1083,75,2023-02-15 02:00:00,93,,Credit Card,Germany,1272,0,Books,45.0,gmail.com,19:30:00,Good,1.0,192.168.1.1,319,Failed
1084,435,2023-02-15 03:00:00,43,418.16,PayPal,Australia,1579,0,Books,,example.com,20:15:00,Good,4.0,10.0.0.1,754,Failed
1085,103,2023-02-15 04:00:00,2,889.02,Wire Transfer,France,1043,0,Books,45.0,gmail.com,21:00:00,Poor,4.0,,668,Cancelled
1086,422,2023-02-15 05:00:00,60,825.21,Credit Card,Canada,1572,0,Sports,18.0,example.com,21:45:00,Good,2.0,192.168.1.1,59,Failed
1087,192,2023-02-15 06:00:00,23,631.89,PayPal,Australia,1122,1,Clothing,55.0,example.com,22:30:00,Poor,7.0,,10,Cancelled
1088,252,2023-02-15 07:00:00,83,858.83,Wire Transfer,France,1348,0,Sports,30.0,gmail.com,23:15:00,Average,3.0,172.16.0.1,857,Pending
1089,226,2023-02-15 08:00:00,31,784.85,PayPal,USA,1707,0,Books,25.0,example.com,00:00:00,Good,7.0,127.0.0.1,124,Completed
1090,294,2023-02-15 09:00:00,5,431.84,Credit Card,Australia,1329,0,Sports,55.0,hotmail.com,00:45:00,Average,7.0,192.168.1.1,356,Failed
1091,306,2023-02-15 10:00:00,83,205.06,Credit Card,UK,1408,0,Books,,example.com,01:30:00,Good,1.0,10.0.0.1,346,Completed
1092,98,2023-02-15 11:00:00,34,516.63,Credit Card,Germany,1990,0,Electronics,30.0,yahoo.com,02:15:00,Average,6.0,,794,Cancelled
1093,338,2023-02-15 12:00:00,10,737.55,Debit Card,France,1322,0,Electronics,30.0,example.com,03:00:00,Average,4.0,10.0.0.1,237,Pending
1094,286,2023-02-15 13:00:00,89,439.24,PayPal,Germany,1110,0,Home & Garden,25.0,hotmail.com,03:45:00,Average,8.0,10.0.0.1,333,Failed
1095,335,2023-02-15 14:00:00,2,,Debit Card,France,1769,0,Clothing,60.0,yahoo.com,04:30:00,Good,8.0,192.168.1.1,17,Completed
